nb_0,director_name,num_critic_for_reviews,duration,director_fb_likes,actor_3_fb_likes,actor_2_name,actor_1_fb_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_fb_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_fb_likes,imdb_score,movie_fb_likes,Horror,Reality-TV,History,Musical,Drama,Romance,Action,Animation,Film-Noir,Biography,Western,Crime,Thriller,Sci-Fi,News,Comedy,Adventure,Music,War,Family,Mystery,Game-Show,Sport,Fantasy,Short,Documentary
2,Woody Allen,128.0,94.0,11000.0,975.0,Jon Lovitz,11000.0,17071230.0,Woody Allen,Small Time Crooks ,31169,23283,Michael Rapaport,0.0,192.0,English,USA,PG,18000000.0,2000.0,11000.0,6.7,812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Nicholas Hytner,68.0,115.0,13.0,111.0,Susan May Pratt,757.0,17174870.0,Amanda Schull,Center Stage ,15817,1201,Ethan Stiefel,2.0,210.0,English,USA,PG-13,18000000.0,2000.0,220.0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Jessie Nelson,97.0,107.0,24.0,85.0,Alex Borstein,10000.0,26284475.0,Olivia Wilde,Love the Coopers ,9051,10691,Timothée Chalamet,13.0,68.0,English,USA,PG-13,17000000.0,2015.0,566.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Bart Freundlich,54.0,91.0,38.0,362.0,Corbin Bleu,17000.0,16702864.0,Kristen Stewart,Catch That Kid ,8023,18711,Kevin G. Schmidt,0.0,49.0,English,USA,PG,18000000.0,2004.0,632.0,5.2,591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,Irwin Winkler,99.0,125.0,34.0,1000.0,Hayden Christensen,16000.0,15561627.0,Ian Somerhalder,Life as a House ,39105,21622,Kristin Scott Thomas,0.0,359.0,English,USA,R,18000000.0,2001.0,4000.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Danny Boyle,412.0,122.0,0.0,816.0,Michael Fassbender,14000.0,17750583.0,Kate Winslet,Steve Jobs ,93548,28933,Michael Stuhlbarg,0.0,307.0,English,UK,R,30000000.0,2015.0,13000.0,7.2,23000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Chris Columbus,107.0,102.0,0.0,529.0,Marie Avgeropoulos,946.0,14793904.0,Alan Ruck,"I Love You, Beth Cooper ",28209,4072,Shawn Roberts,1.0,80.0,English,Canada,PG-13,18000000.0,2009.0,800.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Miguel Arteta,192.0,90.0,44.0,729.0,Ari Graynor,12000.0,15281286.0,Steve Buscemi,Youth in Revolt ,64646,16004,Fred Willard,2.0,105.0,English,USA,R,18000000.0,2009.0,904.0,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,William A. Fraker,25.0,98.0,28.0,102.0,Richard Farnsworth,372.0,8000000.0,Jason Robards,The Legend of the Lone Ranger ,1400,927,Michael Horse,0.0,41.0,English,USA,PG,18000000.0,1981.0,262.0,5.0,346,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,John Boorman,104.0,109.0,128.0,1000.0,Jamie Lee Curtis,11000.0,13491653.0,Daniel Radcliffe,The Tailor of Panama ,23728,14995,Mark Margolis,0.0,213.0,English,USA,R,18000000.0,2001.0,2000.0,6.1,813,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Brian De Palma,120.0,107.0,0.0,101.0,Dennis Franz,517.0,12000000.0,Nancy Allen,Blow Out ,27629,1067,John McMartin,0.0,149.0,English,USA,R,18000000.0,1981.0,376.0,7.4,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Courtney Solomon,146.0,90.0,31.0,179.0,Paul Freeman,210.0,10494494.0,Rebecca Budig,Getaway ,19586,676,Bruce Payne,1.0,109.0,English,USA,PG-13,18000000.0,2013.0,193.0,4.4,4000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Ang Lee,124.0,112.0,0.0,177.0,Kate Burton,805.0,7837632.0,Joan Allen,The Ice Storm ,46396,1466,Henry Czerny,0.0,287.0,English,USA,R,18000000.0,1997.0,223.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Rob Reiner,107.0,94.0,0.0,197.0,Annie Parisse,712.0,15155772.0,Yaya DaCosta,And So It Goes ,8895,1673,Frankie Valli,2.0,48.0,English,USA,PG-13,18000000.0,2014.0,341.0,5.7,3000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Jeff Kanew,11.0,105.0,6.0,371.0,Shelley Long,723.0,8508843.0,Craig T. Nelson,Troop Beverly Hills ,7470,2368,Kellie Martin,1.0,35.0,English,USA,PG,18000000.0,1989.0,422.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,István Szabó,93.0,104.0,109.0,202.0,Shaun Evans,405.0,7739049.0,Miriam Margolyes,Being Julia ,10680,847,Juliet Stevenson,2.0,112.0,English,Canada,R,18000000.0,2004.0,204.0,7.1,562,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,Adrian Lyne,38.0,112.0,213.0,45.0,Karen Young,567.0,6734844.0,David Margulies,9½ Weeks ,29591,711,Kim Chan,0.0,118.0,English,USA,R,17000000.0,1986.0,67.0,5.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Matthew Robbins,60.0,108.0,25.0,94.0,Ralph Richardson,1000.0,6000000.0,Ian McDiarmid,Dragonslayer ,10832,1263,Albert Salmi,0.0,102.0,English,USA,PG,18000000.0,1981.0,115.0,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,Michael Hoffman,184.0,112.0,97.0,231.0,Kerry Condon,577.0,6615578.0,David Masterson,The Last Station ,15352,1341,Anne-Marie Duff,2.0,82.0,English,Germany,R,13000000.0,2009.0,416.0,7.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tim Burton,148.0,127.0,13000.0,940.0,Bill Murray,40000.0,5887457.0,Johnny Depp,Ed Wood ,142416,56585,Martin Landau,1.0,420.0,English,USA,R,18000000.0,1994.0,13000.0,7.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Jason Reitman,217.0,111.0,655.0,405.0,Kate Winslet,24000.0,13362308.0,J.K. Simmons,Labor Day ,31898,39307,Brooke Smith,1.0,111.0,English,USA,PG-13,18000000.0,2013.0,14000.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Sergey Bodrov,160.0,126.0,44.0,9.0,Khulan Chuluun,627.0,5701643.0,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,37635,653,Honglei Sun,0.0,165.0,Mongolian,Russia,R,20000000.0,2007.0,12.0,7.3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,Guy Ritchie,209.0,114.0,0.0,1000.0,Gerard Butler,27000.0,5694401.0,Tom Hardy,RocknRolla ,194489,46944,Tom Wilkinson,4.0,192.0,English,UK,R,18000000.0,2008.0,18000.0,7.3,12000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Hal Needham,40.0,99.0,379.0,251.0,Michael Beck,456.0,5333658.0,Barry Bostwick,Megaforce ,2541,1356,Henry Silva,2.0,54.0,English,USA,PG,20000000.0,1982.0,278.0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Kenneth Branagh,85.0,150.0,0.0,401.0,Brian Blessed,597.0,4414535.0,Julie Christie,Hamlet ,30618,1645,Richard Briers,0.0,224.0,English,UK,PG-13,18000000.0,1996.0,591.0,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Bruce Beresford,83.0,117.0,78.0,238.0,Suzie Steen,989.0,4806750.0,Bruce Greenwood,Mao's Last Dancer ,6091,1598,Aden Young,0.0,53.0,English,Australia,PG,0.0,2009.0,258.0,7.4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Jeff Nichols,263.0,112.0,337.0,201.0,Sam Shepard,4000.0,3707794.0,Kirsten Dunst,Midnight Special ,31359,5671,Paul Sparks,0.0,156.0,English,Greece,PG-13,18000000.0,2016.0,820.0,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,Woody Allen,128.0,108.0,11000.0,922.0,Stockard Channing,11000.0,3203044.0,Woody Allen,Anything Else ,25165,14843,Fisher Stevens,2.0,155.0,English,USA,R,18000000.0,2003.0,944.0,6.4,827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,Jonathan Teplitzky,186.0,116.0,6.0,212.0,Colin Firth,25000.0,4435083.0,Jeremy Irvine,The Railway Man ,27882,39463,Sam Reid,2.0,119.0,English,Australia,R,18000000.0,2013.0,14000.0,7.1,18000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,,14.0,60.0,0.0,405.0,Dylan Walsh,654.0,0.0,Poppy Montgomery,Unforgettable             ,12854,1906,Dallas Roberts,1.0,44.0,,USA,,0.0,0.0,426.0,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Michael Haneke,292.0,144.0,0.0,16.0,Burghart Klaußner,63.0,2222647.0,Ulrich Tukur,The White Ribbon ,52958,167,Leonie Benesch,0.0,193.0,German,Germany,R,12000000.0,2009.0,43.0,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,Zack Ward,15.0,92.0,662.0,161.0,Anna Harr,662.0,0.0,Zack Ward,Restoration ,436,1498,James Cullen Bressack,0.0,6.0,English,USA,,0.0,2016.0,290.0,4.0,378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Mike Marvin,70.0,93.0,28.0,415.0,Randy Quaid,1000.0,3500000.0,Clint Howard,The Wraith ,10082,2319,Nick Cassavetes,2.0,100.0,English,USA,R,2700000.0,1986.0,695.0,5.9,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,D.J. Caruso,79.0,103.0,154.0,576.0,Meat Loaf,1000.0,676698.0,Adam Goldberg,The Salton Sea ,26730,4094,Anthony LaPaglia,0.0,180.0,English,USA,R,18000000.0,2002.0,783.0,7.2,2000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Nimród Antal,103.0,93.0,190.0,151.0,Mackenzie Gray,364.0,3419967.0,James Hetfield,Metallica Through the Never ,13359,1083,Lars Ulrich,0.0,56.0,English,USA,R,18000000.0,2013.0,253.0,7.2,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Gregor Jordan,97.0,98.0,34.0,394.0,Brad Renfro,663.0,300000.0,Austin Nichols,The Informers ,14324,2215,Lou Taylor Pucci,1.0,93.0,English,Germany,R,18000000.0,2008.0,551.0,5.1,1000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,108.0,334.0,0.0,30.0,Nora von Waldstätten,897.0,145118.0,Edgar Ramírez,Carlos             ,10111,1032,Katharina Schüttler,0.0,36.0,English,France,Not Rated,0.0,0.0,30.0,7.7,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Tran Anh Hung,59.0,114.0,157.0,32.0,Simón Andreu,84.0,0.0,Takuya Kimura,I Come with the Rain ,2541,198,Shawn Yue,0.0,20.0,English,France,Not Rated,18000000.0,2009.0,35.0,5.5,342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Lance Hool,10.0,121.0,0.0,353.0,Joaquim de Almeida,854.0,229311.0,Tom Berenger,One Man's Hero ,899,2705,Mark Moses,2.0,42.0,English,Spain,R,11350000.0,1999.0,578.0,6.2,271,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,George A. Romero,184.0,87.0,0.0,83.0,John Amplas,1000.0,5000000.0,Greg Nicotero,Day of the Dead ,49669,1592,Joseph Pilato,1.0,419.0,English,USA,Unrated,3500000.0,1985.0,177.0,7.2,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Chuck Russell,23.0,92.0,55.0,757.0,Rebecca De Mornay,1000.0,0.0,Sam Trammell,I Am Wrath ,4510,3212,Amanda Schull,1.0,50.0,English,USA,R,18000000.0,2016.0,872.0,5.2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Christian Volckman,112.0,105.0,2.0,69.0,Catherine McCormack,805.0,63260.0,Romola Garai,Renaissance ,14325,1185,Kevork Malikyan,0.0,90.0,English,France,R,14000000.0,2006.0,306.0,6.7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,Richard Fleischer,59.0,89.0,130.0,183.0,Brigitte Nielsen,444.0,6948633.0,Ernie Reyes Jr.,Red Sonja ,30215,1243,Sandahl Bergman,1.0,95.0,English,Netherlands,PG-13,17900000.0,1985.0,312.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,Rodrigo Cortés,195.0,114.0,89.0,920.0,Toby Jones,22000.0,52624.0,Robert De Niro,Red Lights ,48162,25804,Craig Roberts,2.0,140.0,English,Spain,R,14000000.0,2012.0,2000.0,6.2,10000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Greg Mottola,256.0,119.0,99.0,778.0,Joe Lo Truglio,15000.0,121463226.0,Emma Stone,Superbad ,422606,17584,Kevin Corrigan,2.0,555.0,English,USA,R,20000000.0,2007.0,833.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,Tyler Perry,44.0,103.0,0.0,543.0,Keshia Knight Pulliam,923.0,90485233.0,Vanessa Ferlito,Madea Goes to Jail ,9544,3699,Derek Luke,0.0,45.0,English,USA,PG-13,0.0,2009.0,619.0,4.1,804,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,David Hayter,59.0,91.0,512.0,413.0,Jennifer Hale,11000.0,12139.0,Jason Momoa,Wolves ,5693,13545,Stephen McHattie,2.0,34.0,English,France,R,18000000.0,2014.0,918.0,5.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Jon M. Chu,97.0,98.0,209.0,129.0,Mari Koda,158.0,58006147.0,Cassie Ventura,Step Up 2: The Streets ,67653,816,Luis Rosado,2.0,108.0,English,USA,PG-13,23000000.0,2008.0,152.0,6.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Cory Edwards,142.0,80.0,19.0,854.0,Chazz Palminteri,11000.0,51053787.0,Anne Hathaway,Hoodwinked! ,45900,14385,Jim Belushi,1.0,247.0,English,USA,PG,17500000.0,2005.0,979.0,6.5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,Terry George,187.0,121.0,83.0,242.0,Sophie Okonedo,3000.0,23472900.0,Don Cheadle,Hotel Rwanda ,264533,4142,Hakeem Kae-Kazim,1.0,609.0,English,UK,PG-13,17500000.0,2004.0,460.0,8.1,12000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Xavier Gens,193.0,94.0,87.0,280.0,Dougray Scott,866.0,39687528.0,Henry Ian Cusick,Hitman ,140780,2124,Ulrich Thomsen,1.0,376.0,English,France,R,24000000.0,2007.0,794.0,6.3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Kasi Lemmons,40.0,93.0,148.0,170.0,Mary J. Blige,549.0,7017178.0,Jennifer Hudson,Black Nativity ,1633,1373,Vondie Curtis-Hall,5.0,17.0,English,USA,PG,17500000.0,2013.0,269.0,4.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,Brian A Miller,46.0,93.0,32.0,1000.0,50 Cent,13000.0,0.0,Bruce Willis,The Prince ,13133,16735,Jessica Lowndes,4.0,101.0,English,USA,R,18000000.0,2014.0,1000.0,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Matt Dillon,38.0,116.0,0.0,50.0,Shawn Andrews,109.0,325491.0,Kirk Fox,City of Ghosts ,4387,245,Rob Campbell,0.0,67.0,English,USA,R,17500000.0,2002.0,67.0,6.0,204,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alejandro Amenábar,239.0,101.0,448.0,83.0,Elaine Cassidy,482.0,96471845.0,Fionnula Flanagan,The Others ,268581,956,Eric Sykes,0.0,1109.0,English,USA,PG-13,17000000.0,2001.0,203.0,7.6,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,James Cameron,250.0,154.0,0.0,604.0,Carrie Henn,2000.0,85200000.0,Michael Biehn,Aliens ,488537,4228,Jenette Goldstein,1.0,1076.0,English,USA,R,18500000.0,1986.0,626.0,8.4,18000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,George Cukor,82.0,170.0,165.0,244.0,Rex Harrison,453.0,72000000.0,Jeremy Brett,My Fair Lady ,66959,1164,Theodore Bikel,1.0,258.0,English,USA,Approved,17000000.0,1964.0,272.0,7.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,Jim Gillespie,140.0,99.0,13.0,681.0,Sarah Michelle Gellar,45000.0,72219395.0,Muse Watson,I Know What You Did Last Summer ,105585,50284,Anne Heche,1.0,419.0,English,USA,R,17000000.0,1997.0,4000.0,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Luke Greenfield,129.0,104.0,42.0,613.0,Damon Wayans Jr.,839.0,82389560.0,Rob Riggle,Let's Be Cops ,106820,3627,James D'Arcy,1.0,147.0,English,USA,R,17000000.0,2014.0,756.0,6.5,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,Alexander Payne,285.0,126.0,729.0,284.0,Patrick Gallagher,912.0,71502303.0,Virginia Madsen,Sideways ,149966,2170,M.C. Gainey,0.0,835.0,English,USA,R,12000000.0,2004.0,306.0,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,Jay Chandrasekhar,91.0,110.0,422.0,422.0,Owain Yeoman,33000.0,19179969.0,Chris Moss,Beerfest ,54710,35345,Jay Chandrasekhar,2.0,177.0,English,USA,R,17500000.0,2006.0,459.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,John Carpenter,318.0,101.0,0.0,598.0,Donald Pleasence,2000.0,47000000.0,Jamie Lee Curtis,Halloween ,157857,4400,P.J. Soles,0.0,1191.0,English,USA,R,300000.0,1978.0,742.0,7.9,12000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,John Hoffman,52.0,87.0,9.0,503.0,Molly Shannon,818.0,37566230.0,Liam Aiken,Good Boy! ,3407,2164,Kevin Nealon,1.0,48.0,English,USA,PG,17000000.0,2003.0,636.0,5.1,309,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,Malcolm D. Lee,56.0,123.0,92.0,849.0,Sanaa Lathan,1000.0,70492685.0,Harold Perrineau,The Best Man Holiday ,11600,5306,Eddie Cibrian,5.0,64.0,English,USA,R,17000000.0,2013.0,886.0,6.7,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Joe Carnahan,186.0,109.0,248.0,968.0,Common,16000.0,35635046.0,Ryan Reynolds,Smokin' Aces ,121058,19410,Alex Rocco,0.0,482.0,English,UK,R,17000000.0,2006.0,988.0,6.7,3000,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Kevin Greutert,178.0,90.0,52.0,298.0,Gina Holden,723.0,45670855.0,Costas Mandylor,Saw 3D: The Final Chapter ,67978,1978,Betsy Russell,0.0,279.0,English,Canada,R,20000000.0,2010.0,346.0,5.6,12000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Michael Lehmann,140.0,96.0,36.0,486.0,Vinessa Shaw,1000.0,37939782.0,Emmanuelle Vaugier,40 Days and 40 Nights ,62272,3294,Paulo Costanzo,0.0,207.0,English,USA,R,17000000.0,2002.0,580.0,5.6,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Joseph Kosinski,469.0,125.0,364.0,1000.0,Olivia Wilde,12000.0,172051787.0,Jeff Bridges,TRON: Legacy ,264186,25549,James Frain,0.0,665.0,English,USA,PG,170000000.0,2010.0,10000.0,6.8,30000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,John Fortenberry,63.0,82.0,12.0,281.0,Chris Kattan,8000.0,30324946.0,Will Ferrell,A Night at the Roxbury ,48458,9271,Dan Hedaya,2.0,239.0,English,USA,PG-13,17000000.0,1998.0,357.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,Daniel Barnz,148.0,86.0,33.0,583.0,Mary-Kate Olsen,15000.0,27854896.0,Alex Pettyfer,Beastly ,64190,17396,Erik Knudsen,1.0,129.0,English,USA,PG-13,17000000.0,2011.0,976.0,5.6,16000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Alexandre Aja,265.0,108.0,192.0,580.0,Greg Nicotero,1000.0,41777564.0,Dan Byrd,The Hills Have Eyes ,129719,4500,Vinessa Shaw,0.0,855.0,English,USA,R,15000000.0,2006.0,1000.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Sam Weisman,75.0,98.0,39.0,428.0,Jenna Boyd,593.0,22734486.0,Kevin Grevioux,Dickie Roberts: Former Child Star ,11815,2713,Mary McCormack,1.0,117.0,English,USA,PG-13,17000000.0,2003.0,517.0,5.6,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Niki Caro,113.0,129.0,51.0,89.0,Valente Rodriguez,427.0,44469602.0,Morgan Saylor,"McFarland, USA ",23480,952,Diana Maria Riva,0.0,83.0,English,USA,PG,17000000.0,2015.0,234.0,7.4,21000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,Erik White,62.0,99.0,17.0,826.0,Loretta Devine,918.0,24708699.0,Brandon T. Jackson,Lottery Ticket ,7991,4797,Shad Moss,7.0,30.0,English,USA,PG-13,17000000.0,2010.0,912.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Chris Robinson,54.0,105.0,49.0,104.0,Adam Boyer,680.0,21160089.0,T.I.,ATL ,8522,1538,Malika,0.0,92.0,English,USA,PG-13,20000000.0,2006.0,503.0,6.0,874,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,Jason Moore,223.0,112.0,36.0,746.0,Hana Mae Lee,10000.0,64998368.0,Anna Kendrick,Pitch Perfect ,213898,12676,Ben Platt,4.0,250.0,English,USA,PG-13,17000000.0,2012.0,751.0,7.2,36000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,Michael Tollin,50.0,108.0,19.0,505.0,Brian Dennehy,973.0,19693891.0,Marc Blucas,Summer Catch ,12993,3344,Bruce Davison,2.0,107.0,English,USA,PG-13,34000000.0,2001.0,954.0,4.9,476,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,Sam Raimi,125.0,121.0,0.0,244.0,Bridget Fonda,989.0,16311763.0,Gary Cole,A Simple Plan ,50656,2365,Chelcie Ross,1.0,416.0,English,UK,R,17000000.0,1998.0,888.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Robert Harmon,81.0,89.0,11.0,973.0,Ethan Embry,1000.0,12693621.0,Alexander Gould,They ,10885,4060,Marc Blucas,0.0,271.0,English,USA,PG-13,17000000.0,2002.0,982.0,4.8,814,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Trent Cooper,37.0,89.0,0.0,323.0,Larry the Cable Guy,690.0,15655665.0,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,2135,Megyn Price,2.0,112.0,English,USA,PG-13,4000000.0,2006.0,400.0,3.1,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Gary Halvorson,44.0,73.0,11.0,142.0,Kevin Clash,1000.0,11634458.0,Vanessa Williams,The Adventures of Elmo in Grouchland ,2045,2020,Caroll Spinney,0.0,37.0,English,USA,G,17000000.0,1999.0,436.0,5.8,339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
