nb_0,director_name,num_critic_for_reviews,duration,director_fb_likes,actor_3_fb_likes,actor_2_name,actor_1_fb_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_fb_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_fb_likes,imdb_score,movie_fb_likes,Horror,Reality-TV,History,Musical,Drama,Romance,Action,Animation,Film-Noir,Biography,Western,Crime,Thriller,Sci-Fi,News,Comedy,Adventure,Music,War,Family,Mystery,Game-Show,Sport,Fantasy,Short,Documentary
2,Paul W.S. Anderson,226.0,100.0,545.0,766.0,Jaymes Butler,14000.0,39532308.0,Milla Jovovich,Resident Evil ,198701,17902,Colin Salmon,0.0,1138.0,English,UK,R,33000000.0,2002.0,2000.0,6.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Tobe Hooper,223.0,120.0,365.0,723.0,Zelda Rubinstein,887.0,76600000.0,Heather O'Rourke,Poltergeist ,105446,3876,Craig T. Nelson,0.0,321.0,English,USA,PG,10700000.0,1982.0,770.0,7.4,11000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Ethan Coen,193.0,104.0,1000.0,939.0,Tom Hanks,24000.0,39692139.0,J.K. Simmons,The Ladykillers ,84131,41701,Stephen Root,1.0,400.0,English,USA,R,35000000.0,2004.0,15000.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,John Moore,228.0,103.0,212.0,248.0,Beau Bridges,15000.0,40687294.0,Mila Kunis,Max Payne ,107772,16249,Jamie Hector,1.0,398.0,English,Canada,PG-13,35000000.0,2008.0,552.0,5.4,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Andrew Niccol,360.0,109.0,487.0,3000.0,Olivia Wilde,20000.0,37553932.0,Matt Bomer,In Time ,304318,34011,Justin Timberlake,2.0,463.0,English,USA,PG-13,40000000.0,2011.0,10000.0,6.7,52000,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,Alan Poul,148.0,104.0,16.0,584.0,Noureen DeWulf,1000.0,37481242.0,Danneel Ackles,The Back-up Plan ,40654,3356,Tom Bosley,0.0,97.0,English,USA,PG-13,35000000.0,2010.0,700.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,Luke Greenfield,128.0,112.0,42.0,196.0,Steve Howey,969.0,39026186.0,Ashley Williams,Something Borrowed ,48019,2371,Kirsten Day,4.0,153.0,English,USA,PG-13,35000000.0,2011.0,826.0,5.9,13000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,,3.0,60.0,0.0,628.0,Kimberly Elise,897.0,0.0,Jodi Lyn O'Keefe,Hit the Floor             ,1641,3438,Logan Browning,4.0,11.0,English,USA,,0.0,0.0,637.0,7.0,265,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Gil Junger,46.0,95.0,19.0,447.0,Marsha Thomason,1000.0,33422806.0,Tom Wilkinson,Black Knight ,30771,2643,Vincent Regan,1.0,164.0,English,USA,PG-13,50000000.0,2001.0,691.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4,Michael Ritchie,40.0,102.0,23.0,57.0,Vic Morrow,288.0,0.0,Tatum O'Neal,The Bad News Bears ,16323,677,Joyce Van Patten,1.0,91.0,English,USA,PG,0.0,1976.0,257.0,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2,Steven E. de Souza,63.0,102.0,133.0,690.0,Raul Julia,2000.0,33423521.0,Ming-Na Wen,Street Fighter ,53115,5443,Kylie Minogue,1.0,282.0,English,Japan,PG-13,35000000.0,1994.0,1000.0,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,Roman Polanski,193.0,150.0,2000.0,95.0,Frank Finlay,396.0,32519322.0,Emilia Fox,The Pianist ,497946,1075,Ed Stoppard,0.0,761.0,English,France,R,35000000.0,2002.0,338.0,8.5,21000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,Catherine Hardwicke,122.0,101.0,308.0,206.0,Hiam Abbass,446.0,37617947.0,Keisha Castle-Hughes,The Nativity Story ,8143,966,Shaun Toub,0.0,203.0,English,USA,PG,30000000.0,2006.0,224.0,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,Jaume Collet-Serra,228.0,108.0,174.0,324.0,Paris Hilton,730.0,32048809.0,Robert Ri'chard,House of Wax ,94456,2178,Brian Van Holt,0.0,576.0,English,Australia,R,30000000.0,2005.0,716.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Mike Nichols,212.0,98.0,0.0,23.0,Julia Roberts,20000.0,33987757.0,Natalie Portman,Closer ,168314,28027,Colin Stinton,2.0,903.0,English,USA,R,27000000.0,2004.0,8000.0,7.3,12000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Clint Eastwood,392.0,137.0,16000.0,363.0,Naomi Watts,29000.0,37304950.0,Leonardo DiCaprio,J. Edgar ,102728,36258,Kaitlyn Dever,0.0,279.0,English,USA,R,35000000.0,2011.0,6000.0,6.6,16000,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alexandre Aja,208.0,112.0,192.0,844.0,Cameron Boyce,1000.0,30691439.0,Jason Flemyng,Mirrors ,86205,3185,Julian Glover,0.0,232.0,English,USA,R,35000000.0,2008.0,915.0,6.2,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Michael Rymer,137.0,101.0,48.0,531.0,Lena Olin,775.0,30307804.0,Aaliyah,Queen of the Damned ,43991,3001,Bruce Spence,2.0,695.0,English,USA,R,35000000.0,2002.0,541.0,5.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Stephen Hopkins,119.0,103.0,81.0,636.0,Robert Davi,2000.0,30669413.0,Adam Baldwin,Predator 2 ,105478,4722,Kevin Peter Hall,0.0,291.0,English,USA,R,35000000.0,1990.0,683.0,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,Gregory Hoblit,195.0,101.0,40.0,398.0,Jesse Tyler Ferguson,2000.0,28687835.0,Billy Burke,Untraceable ,40964,3612,Joseph Cross,1.0,245.0,English,USA,R,35000000.0,2008.0,648.0,6.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Hugh Wilson,95.0,112.0,37.0,480.0,Sissy Spacek,3000.0,26494611.0,Brendan Fraser,Blast from the Past ,48621,5709,Douglas Smith,0.0,239.0,English,USA,PG-13,35000000.0,1999.0,874.0,6.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,Mike Hodges,100.0,111.0,24.0,455.0,William Hootkins,591.0,27107960.0,Brian Blessed,Flash Gordon ,38017,2603,Sam J. Jones,1.0,247.0,English,UK,PG,20000000.0,1980.0,488.0,6.4,12000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,Kevin Smith,164.0,102.0,0.0,769.0,Mike Starr,939.0,25266129.0,Stephen Root,Jersey Girl ,54346,3592,George Carlin,5.0,358.0,English,USA,PG-13,35000000.0,2004.0,854.0,6.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Rob Cohen,211.0,101.0,357.0,374.0,Chad Lindberg,907.0,25863915.0,Cicely Tyson,Alex Cross ,28257,2471,Carmen Ejogo,0.0,151.0,English,USA,PG-13,35000000.0,2012.0,445.0,5.1,11000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Clint Eastwood,91.0,155.0,16000.0,229.0,Bob Gunton,18000.0,25078937.0,Kevin Spacey,Midnight in the Garden of Good and Evil ,31751,19689,Leon Rippy,2.0,216.0,English,USA,R,30000000.0,1997.0,461.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Scott Mann,44.0,93.0,8.0,558.0,Joshua Mikel,22000.0,50136.0,Robert De Niro,Heist ,16193,24154,D.B. Sweeney,1.0,57.0,English,USA,R,19000000.0,2015.0,1000.0,6.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Susanna White,97.0,109.0,24.0,167.0,Bill Bailey,287.0,28995450.0,Daniel Mays,Nanny McPhee Returns ,19230,855,Eros Vlahos,5.0,59.0,English,UK,PG,35000000.0,2010.0,175.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,Danny DeVito,32.0,140.0,0.0,210.0,J.T. Walsh,436.0,24276500.0,Frank Whaley,Hoffa ,17124,1394,Paul Guilfoyle,2.0,68.0,English,USA,R,35000000.0,1992.0,263.0,6.6,949,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Chris Carter,270.0,108.0,251.0,296.0,Callum Rennie,826.0,20981633.0,Mitch Pileggi,The X Files: I Want to Believe ,78256,2351,Nicki Aycox,0.0,492.0,English,USA,PG-13,30000000.0,2008.0,716.0,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2,Tommy O'Haver,89.0,96.0,13.0,973.0,Steve Coogan,11000.0,22913677.0,Anne Hathaway,Ella Enchanted ,47800,17292,Joanna Lumley,1.0,244.0,English,USA,PG,35000000.0,2004.0,1000.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,Peter Landesman,219.0,123.0,15.0,745.0,Eddie Marsan,10000.0,34531832.0,Will Smith,Concussion ,44788,13371,Albert Brooks,0.0,138.0,English,UK,PG-13,35000000.0,2015.0,979.0,7.1,23000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,John Singleton,180.0,106.0,309.0,63.0,Benjamin J. Cain Jr.,327.0,28064226.0,Ken Arnold,Abduction ,65044,561,Richard Cetrone,1.0,173.0,English,USA,PG-13,35000000.0,2011.0,73.0,5.0,13000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Gary Chapman,93.0,76.0,2.0,72.0,Olivia Williams,1000.0,19447478.0,Jim Broadbent,Valiant ,15788,1908,Pip Torrens,0.0,80.0,English,UK,G,35000000.0,2005.0,766.0,5.6,538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2,Curtis Hanson,173.0,107.0,161.0,549.0,Rip Torn,21000.0,19389454.0,Robert Downey Jr.,Wonder Boys ,54643,22974,Richard Thomas,5.0,335.0,English,USA,R,55000000.0,2000.0,826.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Craig Mazin,121.0,82.0,82.0,418.0,Tracy Morgan,1000.0,25871834.0,Drake Bell,Superhero Movie ,52052,3266,Marion Ross,6.0,173.0,English,USA,PG-13,35000000.0,2008.0,642.0,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,Allen Hughes,298.0,109.0,90.0,344.0,James Ransone,1000.0,19692608.0,Alona Tal,Broken City ,63548,2073,Michael Beach,3.0,134.0,English,USA,R,35000000.0,2013.0,412.0,6.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Wes Craven,158.0,99.0,0.0,520.0,Portia de Rossi,1000.0,19294901.0,Shannon Elizabeth,Cursed ,26126,2535,Derek Mears,0.0,325.0,English,USA,PG-13,35000000.0,2005.0,573.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,David Koepp,248.0,91.0,192.0,346.0,Dania Ramirez,23000.0,20275446.0,Joseph Gordon-Levitt,Premium Rush ,95274,24669,Aasif Mandvi,0.0,178.0,English,USA,PG-13,35000000.0,2012.0,1000.0,6.5,20000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Anne Fletcher,155.0,87.0,98.0,253.0,Richard T. Jones,472.0,34507079.0,Jim Gaffigan,Hot Pursuit ,34948,1679,Michael Mosley,2.0,118.0,English,USA,PG-13,35000000.0,2015.0,328.0,5.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Shekhar Kapur,105.0,125.0,159.0,39.0,Lucy Gordon,3000.0,18306166.0,Djimon Hounsou,The Four Feathers ,28130,3142,Alex Jennings,2.0,215.0,English,UK,PG-13,35000000.0,2002.0,61.0,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,Taylor Hackford,224.0,118.0,138.0,458.0,Clifton Collins Jr.,26000.0,17609982.0,Jason Statham,Parker ,90046,28479,Wendell Pierce,0.0,141.0,English,USA,R,35000000.0,2013.0,968.0,6.2,17000,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Richard Loncraine,129.0,98.0,12.0,663.0,Jon Favreau,4000.0,16831505.0,Kirsten Dunst,Wimbledon ,51842,9330,Austin Nichols,1.0,173.0,English,UK,PG-13,31000000.0,2004.0,4000.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,Roger Kumble,101.0,92.0,16.0,734.0,Brooke Shields,3000.0,17596256.0,Brendan Fraser,Furry Vengeance ,12399,6327,Matt Prokop,1.0,84.0,English,USA,PG,35000000.0,2010.0,1000.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3,Kimble Rendall,145.0,93.0,0.0,174.0,Cariba Heine,465.0,0.0,Alex Russell,Bait ,11482,1361,Richard Brancatisano,1.0,82.0,English,Australia,R,30000000.0,2012.0,351.0,5.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,Peter Yates,57.0,116.0,170.0,136.0,Alun Armstrong,14000.0,16916617.0,Liam Neeson,Krull ,23351,14744,Lysette Anthony,1.0,178.0,English,UK,PG,27000000.0,1983.0,192.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,Robert Redford,227.0,92.0,0.0,10000.0,Tom Cruise,11000.0,14998070.0,Meryl Streep,Lions for Lambs ,41170,32875,Andrew Garfield,3.0,298.0,English,USA,R,35000000.0,2007.0,10000.0,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,John Milius,13.0,115.0,468.0,150.0,Dann Florek,605.0,14587732.0,Rosanna Arquette,Flight of the Intruder ,4795,1290,Christopher Rich,3.0,39.0,English,USA,PG-13,35000000.0,1991.0,367.0,5.7,452,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Jake Kasdan,171.0,120.0,52.0,134.0,Nat Faxon,553.0,18317151.0,Tim Meadows,Walk Hard: The Dewey Cox Story ,55630,1082,Matt Price,1.0,200.0,English,USA,R,35000000.0,2007.0,214.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2,Lasse Hallström,119.0,111.0,529.0,505.0,Scott Glenn,18000.0,11405825.0,Kevin Spacey,The Shipping News ,28542,19805,Jason Behr,3.0,208.0,English,USA,R,35000000.0,2001.0,826.0,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Les Mayfield,44.0,94.0,10.0,141.0,Ronny Cox,694.0,13264986.0,Gregory Smith,American Outlaws ,12077,1668,Harris Yulin,2.0,162.0,English,USA,PG-13,35000000.0,2001.0,605.0,6.0,433,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Jean-Marc Vallée,188.0,100.0,212.0,919.0,Jim Broadbent,2000.0,10991381.0,Michiel Huisman,The Young Victoria ,44931,5890,Thomas Kretschmann,1.0,100.0,English,UK,PG,35000000.0,2009.0,1000.0,7.3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dominic Sena,166.0,101.0,57.0,230.0,Bashar Rahal,1000.0,10268846.0,Tom Skerritt,Whiteout ,31918,1947,Shawn Doyle,1.0,142.0,English,USA,R,35000000.0,2009.0,603.0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,Terrence Malick,584.0,139.0,0.0,687.0,Tye Sheridan,11000.0,13303319.0,Brad Pitt,The Tree of Life ,136367,13021,Fiona Shaw,0.0,975.0,English,USA,PG-13,32000000.0,2011.0,1000.0,6.7,39000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Hark Tsui,67.0,91.0,85.0,105.0,Lela Rochon,635.0,10076136.0,Paul Sorvino,Knock Off ,11512,1352,Ray Nicholas,0.0,141.0,English,Aruba,R,35000000.0,1998.0,316.0,4.8,471,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,David Ayer,233.0,109.0,453.0,120.0,Martin Donovan,1000.0,10499968.0,Mireille Enos,Sabotage ,47498,1458,Maurice Compte,3.0,212.0,English,USA,R,35000000.0,2014.0,206.0,5.7,10000,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Brian Helgeland,112.0,102.0,241.0,127.0,Mark Addy,13000.0,7659747.0,Heath Ledger,The Order ,14962,14165,Benno Fürmann,1.0,204.0,English,USA,R,38000000.0,2003.0,891.0,5.1,704,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Lexi Alexander,151.0,103.0,189.0,766.0,Wayne Knight,3000.0,7948159.0,Julie Benz,Punisher: War Zone ,48999,6563,Colin Salmon,1.0,280.0,English,USA,R,35000000.0,2008.0,967.0,6.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Peter Hewitt,63.0,83.0,12.0,690.0,Rip Torn,2000.0,11631245.0,Kevin Zegers,Zoom ,15015,5022,Thomas F. Wilson,5.0,113.0,English,USA,PG,35000000.0,2006.0,826.0,4.2,494,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3,Robert Zemeckis,335.0,123.0,0.0,6.0,Soleyman Pierini,23000.0,10137502.0,Joseph Gordon-Levitt,The Walk ,77394,23031,Jade Kindar-Martin,0.0,195.0,English,USA,PG,35000000.0,2015.0,22.0,7.4,24000,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,Ronny Yu,24.0,101.0,31.0,448.0,Lee Arenberg,690.0,6448817.0,Marley Shelton,Warriors of Virtue ,2189,1993,Angus Macfadyen,0.0,31.0,English,USA,PG,35000000.0,1997.0,457.0,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,Ridley Scott,147.0,117.0,0.0,567.0,Albert Finney,883.0,7458269.0,Archie Panjabi,A Good Year ,70698,3611,Richard Coyle,1.0,196.0,English,USA,PG-13,35000000.0,2006.0,883.0,6.9,9000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,,51.0,60.0,0.0,256.0,Indira Varma,2000.0,0.0,Ruth Wilson,Luther             ,70568,3823,Warren Brown,1.0,105.0,English,UK,TV-MA,0.0,0.0,729.0,8.6,20000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Richard Donner,10.0,114.0,503.0,697.0,Thomas Ian Nicholas,2000.0,4651977.0,Adam Baldwin,Radio Flyer ,10410,4334,John Heard,3.0,71.0,English,USA,PG-13,35000000.0,1992.0,864.0,6.9,892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Taylor Hackford,12.0,330.0,138.0,672.0,Jesse Borrego,848.0,4496583.0,Delroy Lindo,"Blood In, Blood Out ",23181,3227,Raymond Cruz,2.0,129.0,English,USA,R,35000000.0,1993.0,674.0,8.0,6000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Bille August,50.0,121.0,55.0,918.0,Tom Wilkinson,1000.0,2221994.0,Jim Broadbent,Smilla's Sense of Snow ,11747,3125,Julia Ormond,1.0,99.0,English,Denmark,R,35000000.0,1997.0,1000.0,6.4,561,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,Brian De Palma,149.0,114.0,0.0,115.0,Gregg Henry,548.0,6592103.0,Peter Coyote,Femme Fatale ,28584,1005,Rie Rasmussen,1.0,232.0,English,France,R,35000000.0,2002.0,298.0,6.3,675,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Moustapha Akkad,24.0,156.0,278.0,249.0,Rod Steiger,695.0,0.0,Oliver Reed,Lion of the Desert ,9852,1573,John Gielgud,0.0,55.0,English,Libya,PG,35000000.0,1980.0,279.0,8.4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Jean-Paul Rappeneau,28.0,135.0,22.0,45.0,François Cluzet,837.0,1877179.0,Olivier Martinez,The Horseman on the Roof ,4885,1508,Isabelle Carré,1.0,25.0,French,France,R,0.0,1995.0,541.0,7.1,262,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,Ang Lee,95.0,148.0,0.0,0.0,Jeffrey Dover,3.0,630779.0,Jeremy W. Auman,Ride with the Devil ,11101,5,Tobey Maguire,0.0,159.0,English,USA,R,35000000.0,1999.0,2.0,6.8,633,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,Alejandro G. Iñárritu,288.0,148.0,0.0,7.0,Hanaa Bouchaib,30.0,5100937.0,Maricel Álvarez,Biutiful ,68885,50,Eduard Fernández,0.0,127.0,Spanish,Mexico,R,0.0,2010.0,9.0,7.5,29000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Roland Joffé,10.0,109.0,596.0,282.0,Alice Englert,621.0,0.0,Tamsin Egerton,The Lovers ,2138,1980,Bipasha Basu,3.0,15.0,English,Belgium,R,0.0,2015.0,525.0,4.5,677,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,Joachim Rønning,58.0,93.0,18.0,324.0,Sam Shepard,4000.0,0.0,Salma Hayek,Bandidas ,28848,5377,Dwight Yoakam,2.0,76.0,English,France,PG-13,32000000.0,2006.0,820.0,5.7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,Tony Kaye,0.0,0.0,194.0,816.0,Aisha Tyler,970.0,0.0,Bill Cobbs,Black Water Transit ,219,3874,Beverly D'Angelo,0.0,0.0,English,USA,,23000000.0,2009.0,856.0,7.2,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Wes Ball,297.0,113.0,47.0,129.0,Aml Ameen,988.0,102413606.0,Ki Hong Lee,The Maze Runner ,310903,1783,Jacob Latimore,0.0,524.0,English,USA,PG-13,34000000.0,2014.0,149.0,6.8,38000,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2,Ken Scott,90.0,91.0,31.0,141.0,June Diane Raphael,1000.0,10214013.0,Tom Wilkinson,Unfinished Business ,23072,1564,Melissa McMeekin,2.0,89.0,English,USA,R,35000000.0,2015.0,249.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Martin Scorsese,56.0,139.0,17000.0,94.0,Geraldine Chaplin,554.0,32000000.0,Richard E. Grant,The Age of Innocence ,36267,1068,Stuart Wilson,3.0,150.0,English,USA,PG,30000000.0,1993.0,382.0,7.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Darren Aronofsky,274.0,96.0,0.0,1000.0,Ellen Burstyn,20000.0,10139254.0,Hugh Jackman,The Fountain ,190990,24640,Mark Margolis,0.0,915.0,English,USA,PG-13,35000000.0,2006.0,1000.0,7.3,23000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,Hugh Johnson,68.0,102.0,3.0,239.0,Kevin J. O'Connor,372.0,11227940.0,David Paymer,Chill Factor ,8367,1274,Hudson Leick,0.0,94.0,English,USA,R,34000000.0,1999.0,248.0,5.2,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,Simon West,98.0,96.0,165.0,566.0,Mark Valley,12000.0,183125.0,Nicolas Cage,Stolen ,36914,14978,Sami Gayle,1.0,86.0,English,USA,R,35000000.0,2012.0,774.0,5.5,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Hayao Miyazaki,256.0,101.0,6000.0,2.0,Yûki Amami,6.0,15081783.0,Rumi Hiiragi,Ponyo ,85589,13,Yuria Nara,0.0,144.0,Japanese,Japan,G,34000000.0,2008.0,3.0,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,George Tillman Jr.,117.0,128.0,88.0,954.0,Melissa Benoist,989.0,37432299.0,Tiago Riani,The Longest Ride ,50041,3386,Hayley Lovitt,0.0,116.0,English,USA,PG-13,34000000.0,2015.0,970.0,7.1,23000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Rand Ravich,107.0,109.0,7.0,1000.0,Charlize Theron,40000.0,10654581.0,Johnny Depp,The Astronaut's Wife ,45497,52621,Clea DuVall,0.0,260.0,English,USA,R,34000000.0,1999.0,9000.0,5.3,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
